date,BL01start,BL02start,BL03start,BL04start,BL05start,BL06start,BL07start,BL08start,BL09start,BL10start,BL11start,BL12start,BL13start,BL14start,BL15start,BL16start,BL17start,BL18start,BL19start,BL20start,BL21start,BL22start,BL23start,BR01start,BR02start,BR03start,BR04start,BR05start,BR06start,BR07start,BR08start,BR09start,BR11start,BR12start,BR13start,BR14start,BR15start,BR16start,BR17start,BR18start,BR19start,BR20start,BR21start,BR22start,BR23start,G01start,G02start,G03start,G03Astart,G04start,G05start,G06start,G07start,G08start,G09start,G10start,G11start,G13start,G14start,G15start,G17start,G18start,G19start,O01start,O02start,O03start,O04start,O06start,O09start,O10start,O11start,O12start,O13start,O14start,O15start,O16start,O17start,O18start,O19start,O20start,O21start,OO50start,OO51start,OO52start,OO53start,OO54start,R02start,R03start,R04start,R06start,R09start,R12start,R14start,R15start,R16start,R17start,R18start,R19start,R20start,R21start,R22start,R22Astart,R23start,R24start,R25start,R26start,R27start,R28start,BL01end,BL02end,BL03end,BL04end,BL05end,BL06end,BL07end,BL08end,BL09end,BL10end,BL11end,BL12end,BL13end,BL14end,BL15end,BL16end,BL17end,BL18end,BL19end,BL20end,BL21end,BL22end,BL23end,BR01end,BR02end,BR03end,BR04end,BR05end,BR06end,BR07end,BR08end,BR09end,BR11end,BR12end,BR13end,BR14end,BR15end,BR16end,BR17end,BR18end,BR19end,BR20end,BR21end,BR22end,BR23end,G01end,G02end,G03end,G03Aend,G04end,G05end,G06end,G07end,G08end,G09end,G10end,G11end,G13end,G14end,G15end,G17end,G18end,G19end,O01end,O02end,O03end,O04end,O06end,O09end,O10end,O11end,O12end,O13end,O14end,O15end,O16end,O17end,O18end,O19end,O20end,O21end,OO50end,OO51end,OO52end,OO53end,OO54end,R02end,R03end,R04end,R06end,R09end,R12end,R14end,R15end,R16end,R17end,R18end,R19end,R20end,R21end,R22end,R22Aend,R23end,R24end,R25end,R26end,R27end,R28end
2017-11-27,8190,11942,7135,21616,23322,28912,41446,40859,25205,29544,64117,143754,22096,30813,43193,33977,19439,58372,19582,16261,14089,16587,28149,5722,4590,2435,13076,3246,4274,11876,15145,26246,38099,15770,5521,10029,10136,17748,16030,5864,8025,3258,8303,8154,5087,12559,10870,16618,2098,21752,16614,9323,27399,17472,31226,27365,10493,10849,35364,37574,23686,22836,24312,21773,25606,26384,35479,23116,27508,17548,25205,13798,9077,9973,5783,4832,4886,10479,12338,9270,10271,11750,12328,11814,12491,13526,12107,27288,16553,8020,24814,21378,25928,34940,30806,22986,13624,31527,7941,9618,17080,6762,3466,2844,13236,9435,7228,37121,7642,12186,6909,21948,21088,26087,45268,39869,25841,28202,63194,136448,23021,30060,43049,35858,20589,59927,19815,16285,15093,15898,26439,6178,4798,2087,13926,3081,3917,11560,14895,25847,40166,15501,5512,10562,10223,18640,16096,5524,7820,3010,8514,8263,4838,10721,11750,16478,2219,21383,16983,9092,27944,17752,31457,27196,10759,10780,35739,39237,24438,23981,23261,20845,25204,26400,36710,23607,28433,17238,23967,11652,9351,9923,5915,4646,4360,11398,13913,8533,9696,11859,11803,12433,12811,12174,10589,27662,17283,7683,26016,23189,25652,34039,31437,23421,13069,32929,7549,8508,18491,6122,3456,3076,14091,10036,6824,38744
2017-11-28,8401,12086,7105,21930,23887,30071,42096,42058,25978,29876,64864,136869,23288,31523,44771,35013,20224,58384,20191,16778,14696,16377,28803,8403,4758,2589,15337,3426,4356,12266,16059,26843,39040,16344,5516,10758,10777,18472,16731,6020,8318,3430,8246,8154,5214,12975,10990,16910,2305,22099,17215,10020,28751,18556,32396,30609,11172,11146,36943,38157,24230,23597,25515,22194,25960,27436,36359,24136,27832,17711,25493,13364,9011,10227,5838,4923,4870,10821,12956,9392,10685,12000,12546,11858,12699,13695,12594,28262,17434,8525,25120,21968,27288,36901,36270,24283,13907,31644,8146,9850,17829,6960,3518,3019,13775,9855,7397,39731,7910,12568,6914,22463,21738,27030,46281,40790,26611,28366,64337,135651,24068,30820,44713,36756,21651,59891,20425,16489,15603,16361,27062,8628,4749,2134,15949,3098,3947,11955,15618,26692,41450,15904,5492,11068,10761,19208,16559,5706,8066,3329,8490,8408,4962,11189,11841,16663,2313,21627,17519,9555,28178,18641,32150,30027,11369,10989,37592,39704,24797,24808,24494,21346,25421,27599,37823,25130,29139,17367,24532,11610,9401,10167,5888,4851,4367,11656,14032,8523,10030,12068,11821,12395,12999,12661,11255,28248,18183,8152,26620,23761,27880,35924,35804,24403,13362,32971,7617,8543,19189,6179,3595,3140,14118,10317,7007,38973
2017-11-29,8241,12010,7259,22031,23841,30237,43053,42177,26133,29892,65108,135901,23978,32081,45297,35840,20693,59856,20446,17206,14511,16672,28772,7904,4700,2657,15290,3758,4616,12273,16012,27297,39320,16303,5326,10879,10835,18441,16683,6119,8492,3582,8457,8395,5321,13361,11164,17458,2261,22216,17359,9925,29166,19080,33147,31378,10942,10933,37219,38785,24188,23835,25036,22245,26138,27783,37042,24298,27789,17519,26019,13440,9173,10370,6100,5077,4861,10939,13191,9328,10564,12092,12709,11993,12757,13922,12692,27831,17680,8855,24920,22548,27259,37150,36275,29802,14039,32473,8246,10198,18075,7213,3732,3087,14137,10165,7389,40451,7760,12488,7054,22510,21836,27087,47743,40875,26939,28446,65042,134619,25340,30893,45361,38140,22021,61725,20565,16679,15516,16410,27086,7922,4818,2168,16071,3404,4133,11980,15482,26866,41512,16108,5234,11075,10758,19319,16479,5755,8315,3495,8849,8631,5145,11672,11985,17040,2340,21684,17424,9407,28288,18863,32998,29875,11240,10786,37974,40332,25164,25176,23970,21561,25714,27761,38162,24721,28936,17454,24679,11771,9423,10317,6006,4878,4371,11801,14151,8673,9901,12147,12061,12598,13099,12792,11938,28556,18605,8369,26015,24324,27837,36662,35699,30458,13357,33605,7689,8925,19314,6171,3741,3193,14782,10467,6988,39370
2017-11-30,8263,11687,7165,21829,23608,29852,40752,42173,26058,29982,65097,139144,23423,32813,46088,36601,21537,63071,21051,17193,14777,17105,28844,6726,4518,2597,15733,3656,4437,12433,16322,27407,40769,16328,5683,11038,10506,18817,16739,6155,8362,3256,8715,8506,5993,12892,11148,17164,2361,22979,17306,10219,29771,18745,33130,31383,10729,10992,38267,39657,24614,24103,25213,22231,26235,27208,36573,25012,28189,17936,25521,13737,9040,10265,5980,5023,4860,10878,13128,9539,10486,11920,12692,11965,12706,13817,12101,31247,17815,7927,24525,22188,26964,36601,33420,26958,14008,32206,8302,10078,17840,7100,3662,3009,13909,9650,7393,37807,7777,12484,6985,22389,21413,27413,44987,40703,26475,28620,65262,138665,24760,32053,46566,38085,23061,64120,21408,16843,15720,17347,27310,6778,4663,2109,16276,3451,4001,12085,15703,27496,42847,16069,5369,11101,10388,19461,16849,5854,8217,3158,8899,8705,5280,11213,11831,16914,2489,22260,17306,9792,28416,18566,32937,29660,11059,10738,39097,40993,25797,25280,24338,21315,25837,27391,37801,25718,29550,18204,24244,11903,9371,10159,5979,4854,4353,11791,14047,8732,9811,12007,12099,12556,13075,12631,10990,31802,18565,7753,25954,23942,27429,35120,33257,27459,13387,33289,7688,8780,19489,6542,3599,3140,14241,9909,6818,36661
2017-12-01,8705,12796,7668,22842,24695,32547,49510,44596,27740,31683,76204,169683,25091,37661,52681,41408,23646,70176,22257,18385,15776,18867,30060,7257,4900,2696,17827,3685,4869,13179,17700,28763,42335,17280,6329,11927,12456,19549,18266,6898,9322,3469,9529,9105,6062,13297,11994,18821,2467,24239,19007,10911,34595,21422,35277,33537,11377,12345,41567,41319,26311,25071,26867,23275,27428,28837,38990,27043,29712,19100,26534,16105,9753,10783,6446,5139,5298,11711,14127,10236,11182,12919,13267,12975,13271,14487,12355,34217,18979,8705,24959,23885,30967,40604,35368,28532,14558,34058,8776,10537,19319,7612,3694,3109,14628,10182,8292,42770,8404,13951,7654,23808,22317,30216,53727,42648,28306,30263,78204,182745,26375,36666,53362,43540,25034,73016,22396,18426,16347,20030,28287,6775,4938,2092,16733,3207,4347,12760,16735,28726,45175,17317,5979,11313,12345,19469,17570,6241,8987,3233,9164,9484,5516,11502,12698,17891,2556,23370,18688,10269,31763,20920,35058,32211,11552,11726,43612,43286,27310,26534,26157,22434,26836,29287,40456,27744,31148,19144,25814,12713,10420,10750,6394,5027,4745,12780,13907,9243,10157,13076,12768,13707,13751,13638,11101,33999,20280,8445,27030,25951,31718,37802,33662,28672,13579,34587,7990,9035,20308,6831,3642,3125,14125,10456,6981,37039
2017-12-02,6996,11605,7154,19230,18055,34414,72456,37942,23876,32983,89753,186516,18449,39664,54051,40540,20658,69204,16776,15658,10141,15147,26892,8071,3242,2068,11105,2767,3985,9581,13016,17986,24943,11545,4702,8233,11896,6930,7270,4322,7850,2855,6552,7058,2582,11707,9953,15345,2052,17623,15936,9799,35411,21298,29631,31450,6082,10660,42089,21724,15195,17212,21569,20038,22461,24643,34520,25216,23491,14428,19922,13420,10135,8946,11684,2557,4750,11502,9851,8858,8750,11368,10995,11429,11470,12721,8883,37655,14215,10721,14868,19846,32297,40892,34781,27215,10388,26924,7076,7369,16358,8614,3226,2220,10388,9225,5859,41202,6645,12678,6883,19113,16105,32185,77534,35891,24014,31911,92912,186235,19179,39461,54628,43100,23463,69905,16483,15724,10382,15767,25175,8257,3366,1619,10759,2772,3761,9258,13060,18530,26463,11266,4300,8243,12459,7021,7230,4109,7344,2825,6154,7221,2584,10830,10486,14492,2306,16808,15586,9079,34227,20833,29184,30832,6424,10259,44051,23239,16029,18095,21165,19490,21399,24485,34385,26097,24171,14749,18823,10566,10382,9016,12150,2528,4470,12141,9706,8168,8304,11271,10517,11679,11217,12068,8254,37980,14819,10437,16192,20985,32775,38453,36202,28303,9958,27344,6288,6222,16623,8973,3172,2049,10465,9133,5664,38860
2017-12-03,6611,11239,6232,17322,14734,28837,60220,33821,19957,29270,78967,188600,15369,32227,43131,31322,16189,59082,14915,13104,8453,14544,19637,8570,2560,1692,7904,2277,3484,7462,11908,14289,19607,10473,4823,6748,13070,5214,5854,3765,6771,3342,5300,5954,2419,10810,8327,12758,2350,15105,16297,8137,35264,17613,24887,26488,4771,9080,35565,17255,12803,14193,18961,16990,19409,21440,28839,21187,18950,12731,19162,12143,8126,7155,5446,2489,4407,8386,7750,7257,7274,9836,9545,10397,9774,10378,8939,31148,10783,9516,12218,15163,31753,35424,32301,24701,8140,22164,6074,6464,14532,7872,2821,1689,7841,7669,5370,40504,6433,11235,5845,17296,13454,25630,62657,32196,20348,28018,78999,178334,16140,32185,43061,32124,18087,57255,15022,13404,9082,13879,17913,9335,2696,1446,9854,2245,3457,7415,11348,15039,20159,10256,4475,7561,13168,5837,6238,4149,6655,3598,5314,6227,2286,10014,8839,12505,2276,15025,16925,8274,36292,17657,25483,26452,5220,8688,36497,18314,13472,15018,17687,17159,18428,21785,29818,21811,19252,12991,17906,8609,8142,7050,5338,2480,4249,8911,9045,6848,7014,9865,9062,10744,9522,9603,8397,31633,11308,9787,12480,15864,30767,34307,33405,26770,8080,24106,5862,5519,15974,7832,2746,1720,9272,8169,5430,43037
2017-12-04,8159,11819,7210,21771,23419,29198,42214,40720,25499,29437,64208,145413,22323,30854,42316,34058,19649,58588,19723,16690,13726,16530,29076,6143,4342,2537,14856,3164,4286,11902,15268,26144,38255,15434,5481,10126,9853,17801,16057,5846,7916,3208,8274,8189,5158,12298,10636,16424,2281,21466,16800,9311,27389,17328,31611,27194,10302,10633,34405,37814,23777,23194,24426,21760,25300,26120,35521,23195,27222,17043,25011,13454,8958,9801,5716,4867,5021,10239,12733,9070,9898,11953,12519,11718,12593,13722,11923,29530,16705,8254,24886,21903,28894,35819,31419,24744,13683,31045,7896,9799,17225,6379,3324,3016,13133,9313,7208,35961,7604,12293,6996,22052,21274,26339,46077,39423,25524,28187,63847,139188,23281,30595,42303,35767,20710,60118,19669,16727,15003,15942,27338,6640,4572,2098,15892,2940,3896,11506,15151,26134,40704,15198,5498,10397,9709,18598,15919,5653,7901,2991,8530,8454,4839,10568,11163,16430,2254,20955,17051,9000,27715,17727,31839,26341,10712,10563,35041,39085,24809,24370,23198,20971,25135,26432,36059,23940,28502,16995,23828,11452,9091,9612,5840,4704,4428,10924,13859,8353,9217,12038,11962,12235,12929,12442,10825,29675,17568,7779,26226,23506,29076,34805,32169,25131,13107,32659,7349,8391,18853,5554,3205,3166,14138,9604,6982,36608
2017-12-05,8267,11685,7250,21965,23971,30849,41570,42612,26171,29929,65576,137149,23409,32148,44403,36383,20511,59725,20548,17055,14590,16684,29559,6469,4605,2525,15246,3301,4372,12346,16088,27764,39776,16280,5382,10738,10311,18863,16969,5913,8356,3211,8588,8365,5383,12650,11088,16726,2297,22410,17267,9914,28642,18686,33265,30441,11095,10589,35572,39141,25211,23980,25142,22436,26300,27345,36960,24271,28249,18099,25751,13478,9257,10544,5990,5244,5061,11227,13225,9393,10439,12010,12827,12087,12873,13910,11923,29914,17600,8002,25237,21876,26161,36802,31413,25868,13870,32025,8268,10028,17269,7133,3696,3000,13715,9693,7315,35186,7915,12296,6975,22453,21768,27542,45588,41371,26887,28313,65366,135374,24727,31275,44320,37827,21967,60928,20971,16951,15571,16402,27862,6570,4733,1971,16050,3065,3852,11888,15623,27706,42117,15948,5546,10922,10130,19640,17053,5598,8315,3064,8663,8617,5027,10705,11912,16748,2336,21862,17564,9486,27784,18375,33152,29771,11370,10553,35999,40967,26098,25238,24158,21666,25739,27474,38001,24958,29746,17859,24655,11807,9604,10383,6176,5081,4586,12032,14187,8558,9895,12243,12157,12617,13207,12843,10663,30100,18564,7515,26715,23767,26499,35748,31296,26336,13218,32809,7693,8748,18956,6299,3660,3202,14197,10077,6960,34625
2017-12-06,8456,12059,7389,22385,24309,31146,42517,42886,26711,29952,67846,140878,24239,32786,46344,37378,21271,62901,20746,17204,14895,16944,30590,6562,4574,2654,15721,3340,4437,12386,16629,28251,41197,16436,5537,11027,10545,18943,17083,6035,8395,3196,8647,8652,5644,12564,11361,17568,2299,22731,17224,10074,29799,19453,33979,31616,11085,10959,37009,39872,24938,24073,25370,22648,26545,27429,37193,24732,29305,18485,25865,13608,9270,10405,5939,5227,5132,11157,13374,9551,10611,12197,13082,12372,12973,13982,12154,33527,18039,7797,25544,22775,26198,36187,32684,25711,14175,32736,8301,10016,18195,7039,3659,3056,13773,9831,7374,36602,8053,12796,7196,22908,22055,28331,46966,41639,27647,28865,67786,139872,25242,32027,45863,38786,22497,64129,21086,17120,15689,16905,29049,6547,4747,2125,16430,3050,4114,12243,16139,27858,43187,16056,5341,11164,10299,19682,16961,5729,8309,2957,8890,8842,5191,10897,12179,17174,2365,22050,17589,9720,28983,19251,33987,30512,11252,10852,37623,41634,25949,25087,24434,21802,26264,27833,38729,25493,30480,18299,24668,11940,9680,10318,6035,4954,4511,12217,14300,8719,9954,12479,12434,13107,13394,12872,10693,33293,18838,7448,26937,24302,26708,35202,32056,26064,13599,33864,7798,8772,19512,6577,3627,3155,14355,10117,7084,35763
2017-12-07,8367,12016,7246,22317,24523,31078,42070,43768,26674,30891,70072,153071,25360,34251,48639,39034,21688,64849,21372,17337,15160,18145,33800,6380,4611,2606,15904,3394,4510,12647,18149,28764,42912,16761,5960,10974,10982,19194,17493,6015,8578,3138,8672,8691,5960,12523,11250,17629,2501,22898,17536,10234,30713,20043,35086,31340,11066,11653,38836,42364,25644,24588,25234,22510,26582,27735,38023,26661,29596,18801,25741,14116,9351,10800,6126,5182,5216,10672,13482,9373,10509,12347,13024,12456,12840,14135,11900,34528,18292,7764,25786,22602,25979,34984,31538,25267,14063,32250,8461,10291,17807,7341,3692,3046,13752,9497,7459,35910,7950,12544,7001,23107,22143,27982,46302,42517,27582,29633,70162,152989,26186,33217,48175,40286,22939,66204,21664,17371,16333,18143,32116,6294,4869,2096,16680,3140,4223,12423,17459,28409,44392,16491,5552,10937,10973,19856,17199,5871,8619,3024,8924,8744,5302,10917,12281,17351,2597,22298,17610,9987,29398,19855,35143,29717,11288,11012,39427,43432,26464,25793,24586,21728,26662,28351,39799,27069,30248,19184,25194,12277,9844,10574,6181,5038,4645,11728,14515,8653,9918,12622,12705,13288,13299,13163,10623,35013,19014,7366,27087,24376,26426,33898,31320,25590,13385,33143,7955,8803,19567,6827,3655,3234,13971,9738,6884,34909
2017-12-08,8979,13425,8251,24091,25139,34702,57203,46546,28173,34872,82457,185971,25694,38989,55447,45851,24376,73631,22542,18857,15952,20449,36405,7546,4842,2662,18129,3534,4843,13130,17930,30380,42880,17280,6463,12300,13793,19924,18269,6759,9288,3524,9563,9494,5945,13971,12171,18741,2510,24894,19255,11098,36988,22599,36090,34282,11162,12601,43098,42069,26298,25268,27815,24504,28663,29873,40406,27128,30732,19928,28175,16169,10579,11212,6629,5487,5347,11934,14546,10413,11607,13350,13971,13661,13749,14668,12695,42192,19420,8456,25460,24132,28392,42585,35276,29380,14488,35107,8896,10921,20220,8078,3734,3294,14742,10374,8306,43963,8624,14502,8085,24681,22462,32212,60921,44930,28884,33753,84170,196794,27319,37781,56152,48575,26452,76358,22494,18701,16553,21373,34307,6947,4896,2185,16839,3232,4247,13025,17402,30475,46370,17289,6202,11544,13647,19750,17835,6144,9122,3242,9138,9576,5479,11708,12803,18269,2470,23998,18984,10583,34302,22154,35573,33405,11633,12068,44436,44890,28078,27153,26910,23582,27640,29946,41694,28260,32364,20279,26905,12988,10952,10889,6683,5293,4848,13097,14388,9278,10680,13434,13305,14291,14119,13587,11570,42430,21016,8330,27392,26089,28851,40172,33860,29818,13835,35297,8223,9437,20761,7546,3723,3322,14417,10489,7107,37959
2017-12-09,7447,11921,7331,20445,18968,37211,83562,40664,24806,38995,99979,207767,18159,38716,57136,43087,20586,76596,19120,16401,10678,16075,27048,7414,3353,2091,12481,2851,4031,9952,14097,20474,28617,12173,4766,8375,12663,7438,9181,4504,8310,3356,6739,7290,2909,11435,10109,16535,2060,18967,18312,9791,45383,23010,30384,30361,5569,11252,44372,27442,22276,20070,23783,22559,23711,25166,36042,25651,22352,15379,21312,13696,10248,10390,6047,2999,4705,9730,13401,9126,9274,11977,11759,12971,11836,12430,10328,48046,14529,9103,13810,19955,32184,41723,33127,25551,11589,30394,7055,8274,16197,9758,3221,2060,9613,9294,5845,38725,7242,13156,7150,20301,17125,34736,89524,38875,25042,37130,104689,206633,19268,38821,58354,45659,23191,77236,18426,16307,10846,16857,25093,7595,3305,1644,12113,2616,3570,9696,13826,21074,29989,12028,4296,8449,13525,7544,8978,4459,7868,3425,6317,7478,2772,10782,10411,14986,2402,18091,17773,9172,43944,22473,29746,30109,5751,10526,46552,28488,24165,20815,23099,21691,22853,24834,36127,26369,22933,15719,20074,10889,10795,10108,6092,2881,4419,10675,13089,8278,8893,11947,11040,13235,11824,11618,9617,50481,15577,8999,14674,20893,31851,39750,33452,26505,11087,30748,6453,6945,16722,10062,3170,2029,9435,9194,5721,36755
2017-12-10,7357,12074,6574,18346,15485,31357,70410,33840,21674,31947,85064,204893,15624,34180,46052,33779,18097,67038,14139,13716,8972,15847,23632,13223,3458,2249,9585,2603,3715,8284,10833,15993,20545,10190,4889,6775,13067,5971,6272,4029,7146,3557,6010,6624,2455,12916,8984,13597,2091,15531,16235,8268,39145,18728,23734,27335,4542,9972,37799,17108,12690,14965,19888,19334,20320,21862,31210,23257,19615,12785,21267,12484,9219,7251,5422,2514,4224,8785,7722,7908,8058,10446,9980,10676,10754,11388,10560,44210,11907,11603,12539,15682,36664,39651,36422,24577,8567,25484,6190,6728,15304,9660,2981,1775,8814,8524,5778,48909,6948,12051,6338,18341,14052,28499,73397,32631,21841,29975,85274,199790,16362,34322,46159,34208,20122,64426,14249,14156,9707,15053,21774,14094,3438,1920,11490,2532,3763,7963,10932,16719,21165,9719,4721,7447,13007,6437,6535,4231,6912,3705,6203,6715,2398,12231,9529,13092,2190,15706,16599,8369,39486,19017,23645,27857,5015,9663,38197,17827,13130,15716,18623,18999,19408,22541,32210,24052,19756,12533,19590,8927,9514,7137,5621,2457,4014,9259,8236,7273,7775,10404,9500,10720,10624,10506,10450,46076,12561,11643,13136,16086,34174,38680,37758,26244,8437,27116,5951,5691,17205,9674,2907,1916,9876,8905,5947,51006
2017-12-11,8545,12286,7462,22222,23775,31087,46203,42011,25996,30401,69920,157033,22500,31896,44288,35846,20292,63468,19190,16928,14019,16905,28265,6139,4532,2535,15049,3234,4324,11978,15538,26695,38662,15602,5649,10569,10299,18249,16671,5770,8136,3225,8480,8255,5394,12584,11051,16609,2243,21966,17847,9501,28353,18685,32503,28564,10688,11049,35160,37562,23778,22740,24857,23204,25771,26543,36206,23354,28078,17518,25770,13767,9340,9790,5884,4858,4815,10481,8188,9309,10360,12144,12874,11989,12770,13850,12359,35270,17277,7911,24283,22554,24994,36604,29898,23649,13893,31680,7957,9766,17500,6953,3457,2937,13219,9652,7253,37072,7882,12545,7258,22701,21428,28405,50302,40864,26629,29013,69175,150019,23520,31351,44378,37475,21489,64619,19346,17039,15173,16189,26550,6641,4712,2124,15927,3001,3912,11630,15229,26541,40724,15426,5413,10896,10177,19026,16433,5441,8062,3056,8666,8266,4931,10772,11775,16619,2222,21589,18213,9336,28868,18556,32680,28034,11020,11123,36115,39249,24391,23869,23594,22436,25131,26719,37298,24108,29075,17395,24633,11684,9593,9735,5882,4713,4422,11379,10162,8429,9762,12301,12290,12600,12955,12540,11165,35904,17955,7440,25836,24101,24882,36384,30451,23739,13237,33105,7501,8491,19092,6316,3462,3052,13916,10191,6865,38328
2017-12-12,8303,11878,7309,22042,24396,31127,42125,43924,26289,29577,68231,146649,25356,33529,47331,38256,21503,63788,21194,17615,14849,16909,29134,6607,4620,2426,15823,3334,4467,12741,17162,28987,42735,16705,5695,11228,10909,19656,17579,6313,8524,3183,8657,8628,5862,12376,11179,17346,2433,22887,17472,10132,29955,19555,34578,32029,11555,11478,37964,41253,25079,25433,24714,22629,26743,27944,37953,25606,29126,18838,25970,13979,9784,10722,6166,5331,5009,10764,13057,9519,10508,12499,13304,12288,12643,13868,11745,30749,18201,7702,26423,22617,25646,34613,29297,23817,14145,31774,8237,10281,17138,7294,3645,3002,13683,9493,7384,34498,7868,12561,7104,22703,22169,28143,46074,42673,27079,28279,67445,145836,26160,32436,46942,39847,22848,64565,21636,17552,16043,16819,27294,6749,4812,2014,16727,3047,4062,12424,16714,28589,44517,16440,5365,11458,11009,20115,17384,6048,8548,3021,8903,8831,5433,10595,12019,17238,2428,22400,17977,9828,29035,19351,34548,31020,11928,11255,38389,42416,25896,26303,24014,22086,26728,28230,39670,26060,30287,18619,25187,12145,9992,10558,6100,5101,4427,11770,14536,8639,9974,12749,12662,13073,12899,13022,10453,30498,19066,7428,27855,24151,26376,33507,28979,23669,13585,33013,7678,8995,18913,6732,3688,3194,14107,9870,6987,34023
2017-12-13,8504,12247,7585,22405,24495,31588,44459,43536,26958,30923,70299,145777,25445,33441,48759,38698,21617,64913,21428,17747,15280,17452,29689,6475,4589,2598,15979,3389,4554,12788,17204,28781,42134,16730,5581,11173,12358,19509,17589,6136,8699,3201,8981,8768,6219,12664,11340,17604,2420,23222,18234,10207,30388,19629,34796,32042,11352,11403,38477,40956,26094,25456,26016,22892,26649,27995,37433,25802,29373,18640,26194,13641,9486,10479,6083,5232,5042,11131,13547,9424,10594,12484,12988,12223,13046,14075,11991,31108,18438,7786,25744,22964,26378,36431,30257,24604,14294,32806,8327,10003,18026,7221,3871,3136,13846,9915,7281,36335,8003,13225,7425,22890,22102,28724,48862,42176,27615,29498,70295,144227,26702,32240,48680,40407,23191,66073,21676,17738,16229,17029,28380,6493,4651,2132,16758,3097,4149,12494,16599,28418,44137,16604,5309,11274,12440,20081,17277,5953,8508,3058,9240,8765,5396,10985,12298,17367,2394,22778,18408,9991,29256,19561,34676,30584,11582,11172,39300,42049,27080,26453,24984,22003,26418,28314,39194,26472,30411,18796,25159,12141,9915,10395,6193,4962,4499,12142,14488,8705,9959,12539,12392,13110,13300,13074,10673,31178,19227,7582,27356,24500,26956,35184,29996,24628,13414,34359,7870,8717,19761,6658,3745,3236,14293,10278,6920,35945
2017-12-14,8610,12569,7499,22582,24313,32021,47470,43413,27038,31475,72051,149650,24290,34179,48566,38776,22185,66151,21071,17505,14774,17962,34400,8005,4631,2652,15840,3434,4380,12478,17039,27827,41018,16729,5819,11289,11328,18744,16956,6207,8677,3489,8766,8950,5686,12781,11414,17276,2405,22834,17759,10124,31280,19646,34735,32561,11028,11343,39485,39536,25387,24467,26649,22997,27038,27804,37710,26398,29642,18642,26681,14118,9573,10553,6257,5088,5053,11111,13322,9702,10968,12262,13015,12082,13125,14114,12917,34227,18002,8558,25304,22783,29184,38352,31892,24622,14244,32881,8316,10289,18431,7704,3766,3161,14115,10030,7630,39930,8184,13319,7276,23012,22062,29024,51607,42172,27594,29670,72176,150783,25542,33375,48861,40343,23592,67676,21335,17517,15752,17766,32742,7945,4738,2194,16533,3066,3939,11934,16658,27829,43380,16395,5417,11257,11419,19438,17110,5918,8538,3254,9039,8901,5266,10914,11960,17015,2466,22452,17830,9724,30020,19366,34390,31123,11218,11124,40099,41759,26555,25775,25642,21864,26430,27910,38856,27072,30937,18598,25970,12298,9884,10320,6302,4863,4553,12044,14038,8846,10199,12294,12298,12748,13389,12901,11993,35086,18894,8218,26848,24454,29349,37333,31360,24678,13617,34184,7713,8939,20036,7243,3813,3300,14581,10247,7069,38248
2017-12-15,9289,14510,8117,24131,25246,35651,67720,47096,28684,34507,81533,185027,25316,37327,54956,43803,24170,75777,22746,19036,16194,20473,37102,9551,5174,2810,18254,3541,4695,13421,17303,29316,43202,17664,6790,12167,15092,19740,18251,6974,9333,3742,9729,9327,5996,14219,12066,19113,2538,25138,19527,10915,36578,22509,36315,35617,11487,12840,43511,40961,26520,25428,28506,24058,28360,29756,40115,28347,30870,19896,28463,16570,10395,11233,6685,5354,5298,11775,14741,10564,11750,13095,13722,13525,13860,14766,14451,37518,19361,9307,25655,24620,31721,44294,36104,27055,14899,34767,8975,10622,20683,8512,3823,3315,15152,10555,8451,47577,8811,15509,8190,24834,22785,33501,72194,44814,29082,32596,84474,196074,26999,35931,56842,46457,25926,78829,22711,18760,16732,21692,35405,9167,5279,2233,16797,3244,4116,13042,16585,29563,47080,17301,6284,11510,14757,19689,17630,6317,9046,3537,9230,9563,5447,12078,12707,18082,2498,23956,19046,10237,33929,21989,35775,34264,11738,12274,45424,44084,28102,27131,27148,23217,27387,29837,40981,29183,32228,20071,26989,12906,10808,10912,6664,5110,4828,12773,14611,9444,10697,13182,12931,14146,14247,13738,13378,38332,20883,9027,27779,27058,32193,42637,34140,27191,14067,35389,8308,9260,21336,7802,3833,3329,14624,10822,7209,42372
