date,BL01start,BL02start,BL03start,BL04start,BL05start,BL06start,BL07start,BL08start,BL09start,BL10start,BL11start,BL12start,BL13start,BL14start,BL15start,BL16start,BL17start,BL18start,BL19start,BL20start,BL21start,BL22start,BL23start,BR01start,BR02start,BR03start,BR04start,BR05start,BR06start,BR07start,BR08start,BR09start,BR11start,BR12start,BR13start,BR14start,BR15start,BR16start,BR17start,BR18start,BR19start,BR20start,BR21start,BR22start,BR23start,G01start,G02start,G03start,G03Astart,G04start,G05start,G06start,G07start,G08start,G09start,G10start,G11start,G13start,G14start,G15start,G17start,G18start,G19start,O01start,O02start,O03start,O04start,O06start,O09start,O10start,O11start,O12start,O13start,O14start,O15start,O16start,O17start,O18start,O19start,O20start,O21start,OO50start,OO51start,OO52start,OO53start,OO54start,R02start,R03start,R04start,R06start,R09start,R12start,R14start,R15start,R16start,R17start,R18start,R19start,R20start,R21start,R22start,R22Astart,R23start,R24start,R25start,R26start,R27start,R28start,BL01end,BL02end,BL03end,BL04end,BL05end,BL06end,BL07end,BL08end,BL09end,BL10end,BL11end,BL12end,BL13end,BL14end,BL15end,BL16end,BL17end,BL18end,BL19end,BL20end,BL21end,BL22end,BL23end,BR01end,BR02end,BR03end,BR04end,BR05end,BR06end,BR07end,BR08end,BR09end,BR11end,BR12end,BR13end,BR14end,BR15end,BR16end,BR17end,BR18end,BR19end,BR20end,BR21end,BR22end,BR23end,G01end,G02end,G03end,G03Aend,G04end,G05end,G06end,G07end,G08end,G09end,G10end,G11end,G13end,G14end,G15end,G17end,G18end,G19end,O01end,O02end,O03end,O04end,O06end,O09end,O10end,O11end,O12end,O13end,O14end,O15end,O16end,O17end,O18end,O19end,O20end,O21end,OO50end,OO51end,OO52end,OO53end,OO54end,R02end,R03end,R04end,R06end,R09end,R12end,R14end,R15end,R16end,R17end,R18end,R19end,R20end,R21end,R22end,R22Aend,R23end,R24end,R25end,R26end,R27end,R28end
2017-03-19,6148,10201,6533,16225,14125,25687,36121,30062,19268,28401,72247,178754,14678,30834,43702,29759,16172,51116,13221,12924,8636,12725,16536,9208,2806,1793,7852,2789,3962,7422,9655,13863,19274,9426,4601,6054,9637,4991,6558,3483,6575,3205,5245,5999,2048,11303,8136,12225,1948,13492,12993,7840,29100,16360,22852,24260,3927,9623,34992,17045,15131,13636,17627,16594,18904,20091,28017,22650,17926,11923,19637,11526,8252,7219,6173,2304,3685,9608,7227,7114,6990,9698,9259,9256,9649,9643,8448,39535,11189,11011,11886,14579,26235,35297,23194,20812,7745,22533,5467,6326,13893,7611,2713,1596,8274,7359,6030,40590,5752,10177,6231,16234,12904,22876,36741,28637,19160,26534,73341,172738,15341,30834,43906,30622,17857,48729,13103,13260,9018,12013,14974,10318,2766,1512,9629,2770,3873,7247,9437,14199,19863,9157,4422,6786,10005,5635,6731,3632,6355,3290,5245,6344,2101,10655,8449,11977,2125,13563,13605,7748,30375,16725,23036,24388,4218,9013,36136,17874,16130,14514,16415,16331,17862,20262,28403,23353,18776,12059,18244,8289,8336,7024,6051,2290,3375,9967,8397,6839,6759,9453,8680,9146,9330,8861,7421,41825,11435,11528,12281,15152,25517,33732,24693,22157,7794,23935,5217,5412,15542,7347,2753,1687,9078,7528,6137,43176
2017-03-20,7898,12083,7181,21531,22621,29155,35514,40768,25487,29845,63961,145865,21561,30758,43485,34762,19796,55783,19629,16764,14283,15671,28255,5693,4562,2544,14809,3209,4209,11815,15271,25212,37750,15984,5325,10195,9930,17621,15479,5878,8117,3408,8387,8282,4876,13036,10810,16952,2232,21100,16243,9292,27914,17388,32132,29070,10105,10568,34752,37959,23005,22473,23987,21814,25685,26713,35166,23952,27636,17724,26181,13649,9140,10031,6356,4676,4922,10549,12058,9063,9947,11714,12526,11781,12443,12865,11946,26875,16593,8454,25295,22176,25162,35283,28117,22845,13408,31541,7931,9683,17646,6229,3554,2926,13187,9770,7244,37725,7307,12484,7100,22004,20560,26003,38295,39466,26367,28636,63147,141462,22642,30116,44009,36294,20921,57108,19632,16713,14942,14866,26773,6092,4803,2095,15775,3007,3907,11453,14733,25440,39740,15561,5353,10744,9894,18689,15489,5596,7966,3256,8662,8402,4599,11355,11609,16678,2264,20762,16737,8966,28296,17517,32137,28552,10326,10517,35161,39570,23895,23336,22914,20961,25178,26862,36789,24530,28533,17792,24789,11614,9287,9874,6029,4378,4203,11319,13611,8333,9245,11970,11894,12262,12846,11756,10334,27322,17390,8122,26528,23508,25149,35093,28669,23046,12791,33013,7453,8405,19160,5579,3465,3145,13978,10074,7086,38351
2017-03-21,7831,11866,7145,21502,23083,29920,35724,41741,25986,29914,65773,138559,22808,31860,46589,35962,20641,56928,20721,17529,14797,16283,30573,6324,4655,2489,15242,3418,4344,12392,16038,26862,39548,16712,5486,10689,10668,18597,16229,5478,8354,3199,8565,8509,5115,12702,11240,17314,2278,21737,16939,9974,28943,18256,33179,31278,10625,10437,35904,38997,24007,22811,24439,22275,25704,27508,36062,25118,28677,18077,26332,13622,9188,10404,6181,4866,4924,10875,12484,9206,9977,11821,12755,11878,12620,13081,11769,27488,17548,8169,25299,22414,25906,36074,29078,23901,13945,31900,7986,10043,17724,6901,3769,3029,13921,9893,7490,36521,7358,12541,6975,21938,21072,26960,39004,40135,26584,28413,65182,137282,23990,30929,47126,37496,21872,58432,21112,17317,15581,15560,28759,6395,4731,2109,16017,3182,3988,11948,15769,26824,41482,16251,5237,10765,10471,19507,16635,5601,8272,3096,8814,8663,4677,11021,11855,16728,2381,21962,17244,9491,28381,18253,33096,30986,10934,10026,36250,40492,24845,24102,23358,21103,25572,27761,37280,25498,29976,18197,25104,11990,9462,10305,6053,4567,4194,11649,13588,8579,9234,11934,12232,12459,12964,12080,10241,27388,18390,7747,26842,24211,26904,35341,29275,23982,13371,32938,7401,8688,19355,6217,3681,3133,14331,10095,7265,36077
2017-03-22,7937,12045,7363,22083,23378,30578,36454,42274,26511,30002,66472,142491,23889,32489,47140,37061,21350,57431,21474,17541,14798,17878,38573,7171,4726,2583,15430,3260,4678,12435,16232,26519,39174,16876,5527,10867,11540,18430,16617,5639,8470,3644,8801,8631,5050,13135,11349,17425,2262,22355,17136,9738,29583,18629,34153,32366,10676,10663,36841,39624,23999,23026,24549,22442,26225,27730,37042,25169,29073,18253,26576,13597,9351,10203,6571,4893,5135,11085,12813,9409,10140,11983,12865,12315,12876,13291,12079,29905,17800,9292,25381,22647,26494,37445,29848,25452,14132,32608,8201,10113,18440,7306,3874,3064,13870,9886,7588,38684,7545,12635,7161,22454,21179,27910,39768,40820,27221,28382,66096,139174,25158,31819,47635,39010,22879,59196,21657,17614,15949,16888,36087,7279,4737,2157,16387,3096,4320,12006,15666,26622,41519,16416,5473,10943,11226,19218,16637,5527,8454,3483,9091,8817,4748,11583,12048,16932,2403,22008,17113,9397,28774,18678,33698,31890,10760,10498,37639,41183,24897,24241,23447,21525,25874,28100,38216,25694,30321,18246,25469,11932,9823,10086,6276,4555,4447,11979,13787,8600,9591,12276,12353,12785,13234,12103,10768,30049,18791,8812,26965,24658,27311,37073,29673,26402,13484,33798,7687,8822,20071,6212,3735,3289,14416,10093,7478,38060
2017-03-23,7914,11605,7263,21718,23441,30868,36786,42534,26800,30789,68337,142083,23689,34053,49519,37681,22101,59498,20735,17866,15183,17999,39724,6116,4583,2572,15783,3533,4677,13050,16590,27170,41239,17206,5741,11009,11080,18793,16653,5601,8515,3429,9019,8740,5210,13003,11211,17278,2296,22681,16875,9979,29781,18944,34151,32189,10682,11280,37828,40777,25693,23447,25146,22586,26678,28254,37930,25650,29295,18535,26501,13864,9880,10709,6589,4876,5117,11146,12977,9512,10213,12398,13394,12357,12749,13387,12091,29783,18339,8872,24964,22454,25712,37328,29613,23784,13587,32498,8306,10504,17809,6991,3719,3088,14619,9888,7634,37583,7403,12440,7028,22359,21315,27339,40299,41156,27649,28972,68056,142757,25069,33383,49572,39679,23577,61529,20962,17742,16034,17541,37712,6150,4765,2173,16366,3334,4174,12613,16075,27283,43917,16909,5539,11005,11245,20015,16849,5380,8291,3197,9105,8861,5093,11335,11800,17000,2490,21948,17091,9306,29133,18863,34003,31736,10974,10878,38775,42640,26784,24830,23955,21491,26036,28357,38648,26171,31010,18628,25493,12001,9884,10295,6611,4711,4355,11872,13799,8593,9514,12460,12597,12740,13160,12172,10567,30108,19371,8361,26693,24276,26159,36103,29533,24193,12959,33267,7785,8984,19754,6076,3708,3152,14786,10073,7194,36346
2017-03-24,8303,12975,7740,23156,23863,32883,41305,44217,27943,32558,78984,171487,24662,36509,56158,42324,24332,67004,21867,18793,15892,19955,40696,8769,4906,2726,17652,3540,4905,13236,17620,27374,41494,17661,6429,12024,12158,19351,17116,6801,9578,3936,9985,9255,5003,14501,12290,19214,2532,24077,18443,10756,35146,21712,35945,36841,10878,11877,42359,41732,26255,23979,26875,24031,27976,30038,39698,27706,30384,19556,28549,16037,10075,10915,7194,4925,5387,11707,14050,10240,10810,12790,13600,13045,13562,13809,13338,33047,19119,10065,26188,23392,28379,43082,34264,25712,14546,34238,8833,10562,20036,7802,3796,3203,15430,10592,8894,48543,7908,13879,7619,23616,21393,30197,45287,42287,28442,30654,80608,184639,26248,35509,57877,45131,26522,69691,22010,18652,16533,20274,38488,8495,4857,2208,16746,3199,4424,12857,17133,28250,44578,17554,6148,11355,12357,19467,16696,5681,9377,3777,9421,9530,4883,12461,12777,17810,2533,23000,18108,10041,33438,21090,35538,36522,11288,11618,43794,43972,27345,25493,26047,22821,27079,30126,40180,28306,32344,19991,27168,12607,10383,10431,7010,4654,4648,12588,14234,9103,10038,12953,12866,13546,14010,12843,11626,33339,20275,9699,28119,25686,29350,41718,32530,25835,13613,34547,8041,9067,20921,6968,3839,3248,15187,10615,7737,42461
2017-03-25,6379,9830,7414,17494,16758,28956,40148,35454,21992,28598,83765,181581,16803,34979,58872,38853,20237,56053,16906,15180,10469,15186,25544,10315,3327,2060,11567,2824,6232,9843,13159,16998,25322,11956,4730,8466,11731,7945,7396,4379,8292,3007,6659,7128,2344,11233,10093,14621,2136,17977,15141,9664,37415,20692,30416,27293,5566,10955,41314,23064,19362,17576,19311,19482,21804,25343,34491,24559,21524,14531,19611,12961,10053,8387,7216,2563,4098,12631,9594,8083,8217,11207,10611,11605,10785,11100,7847,29488,14416,9590,13456,18867,25015,35979,27557,20925,9540,26910,6599,6941,15652,8017,3337,1991,9398,8451,8653,36888,5913,10623,7331,17814,15041,26839,42806,33208,22241,27347,85928,184944,17470,34340,58510,40861,22619,56885,16553,15229,10599,15489,24385,10534,3287,1794,11580,2744,6115,9663,12932,17825,26496,11591,4403,8451,12159,8011,7394,4156,7975,3112,6227,7266,2248,10658,10538,13810,2394,17192,14815,9287,35324,20300,29981,27826,6005,10323,42978,24508,20149,18787,18637,19223,21118,25397,34826,24910,22183,14827,18394,10072,10114,8316,7076,2515,3741,13848,9724,7445,7895,11210,10391,11856,10766,10318,6754,30153,15051,9649,14124,20123,25981,34140,27611,20923,9392,27230,6017,5857,16254,8120,3366,1951,9608,8515,8421,35078
2017-03-26,5807,9189,6316,15640,13095,24439,36459,28964,18640,26262,71024,172827,14763,28935,45944,29539,15375,46469,13981,12853,8158,13321,15945,8456,2557,1729,7766,2312,5742,7923,9780,13685,19689,9811,4505,6012,10809,5257,5882,3525,6464,2522,4939,5616,2100,9455,7927,12129,1998,14632,13387,7740,27541,16721,22385,26038,3972,8826,35069,17205,15505,14380,16741,16235,18927,20211,27883,21595,17988,12111,18954,11637,8304,6596,5769,2113,3776,9229,7305,6958,7153,9579,8615,9561,9004,9105,7118,23319,10986,9110,10827,14265,21827,32359,22484,19888,7600,21214,5398,5980,13273,7153,2886,1596,7767,7269,7555,32409,5476,9161,6033,15464,11934,21796,36724,27831,18723,25242,71751,164178,15663,28579,46082,30979,16671,46450,14013,13195,8955,12412,14191,9134,2614,1452,9481,2297,5629,7852,9453,14003,20289,9311,4336,6799,11090,5739,6233,3760,6332,2455,5211,5918,2027,8938,8422,11943,2074,14475,13954,7730,28711,16774,22259,27527,4289,7996,36276,17814,16475,15490,15581,16097,17998,20775,28771,21630,18353,12063,17750,8203,8343,6438,5809,2074,3551,9883,8160,6501,7006,9432,8324,9695,8802,8522,6150,23584,11392,9197,11149,14613,20879,31313,23542,21327,7493,22780,5208,5056,14864,7341,2862,1680,8593,7487,7814,35418
2017-03-27,7861,11912,7176,21365,22624,28951,36041,40696,25505,29812,64434,143217,21573,31031,44778,35212,20581,57149,19561,16982,14272,15811,28443,6096,4557,2565,14938,3269,4678,12071,15172,25491,37678,16097,5641,10290,10035,17810,15640,5657,8293,3472,8351,8274,4822,13104,10932,16873,2205,21219,16561,9550,27842,17842,32403,34606,10328,10554,35535,38305,23366,23338,24061,22101,25735,25740,35556,24363,27802,17554,25707,13867,9109,10126,6370,4611,4906,10832,12275,9195,9973,11773,12580,11996,12604,13094,12380,27534,16925,9048,24906,21828,25337,35585,28995,23060,13400,31727,8028,10036,17771,6376,3563,2821,13228,9717,7668,38776,7232,12242,6983,21794,20324,25917,38771,39620,26295,28498,63596,139651,22554,30366,45376,36716,21638,58325,19960,16733,15080,15237,26569,6470,4793,2212,15787,3075,4306,11605,14960,25483,39619,15864,5612,10787,9785,18775,15827,5504,8177,3229,8507,8406,4561,11582,11554,16693,2251,21033,16734,9130,28062,17726,32456,35533,10478,10523,35722,39567,24047,24383,22935,21148,25306,26307,36894,24563,29190,17574,24673,11643,9313,9955,6318,4412,4260,11598,13721,8389,9307,11988,12102,12386,13002,11790,10791,27501,17790,8617,26043,23457,25263,35149,29480,23085,12884,32973,7469,8681,19404,5730,3406,3003,14096,9901,7525,39769
2017-03-28,7932,11795,7245,21591,22959,30128,35918,42099,26316,31239,64617,137719,23273,32389,45997,35969,20724,56288,20118,17185,14479,15749,28884,7812,4532,2622,15077,3327,4679,12620,16109,26304,39331,16477,5504,10569,10551,18144,16081,5742,8462,3460,8376,8285,4854,13320,11213,16962,2199,22036,17031,9723,29340,18501,33376,37717,10400,10722,35894,38353,23784,23718,24286,22396,26154,27527,37031,25053,29450,17800,26381,13817,9367,10302,6509,4714,4964,11514,12821,9229,10112,11858,12888,12108,13033,13158,12389,26430,17231,9473,25213,22397,26141,36387,30124,23721,14034,32251,8214,10298,17897,6364,3664,3043,13747,9851,7895,38927,7456,12392,7098,22072,20951,26872,38820,40659,26788,29752,63754,137334,24641,31363,46734,37618,21973,58456,20316,16978,15482,15390,27464,7946,4611,2149,15858,3159,4281,12135,15698,26572,40916,16038,5574,10594,10312,19370,16143,5512,8216,3384,8483,8496,4633,11641,11838,16721,2312,21402,17054,9154,28572,18344,33149,38227,10935,10437,36608,39991,24610,24730,23422,21477,25924,27771,38099,25107,30680,17706,25021,12017,9537,10216,6304,4533,4214,12474,13755,8530,9451,11996,12358,12632,13211,12180,10818,26546,18106,9292,26616,23978,26811,35581,30047,23608,13268,33441,7645,8969,19660,5828,3632,3156,14322,10299,7565,38012
2017-03-29,8182,12529,7358,22162,23561,30536,37683,42937,26985,30366,67836,151164,25607,34725,47285,36707,21587,56965,20712,17414,14958,17103,31120,7623,4634,2673,15636,3483,4804,12664,16985,31112,39072,16832,5647,11058,10679,18649,16517,5996,8645,4114,8821,8292,4977,13661,11636,17832,2382,22584,17261,10106,31474,19893,35178,41410,11804,11159,37492,39373,23645,23665,24244,23049,26957,28287,38058,35750,28529,18085,26870,13861,9503,10493,6816,5020,5367,11708,13703,9411,10642,12198,13151,12324,13035,13523,13200,28401,18263,36493,29304,22806,27136,38583,31942,24207,14129,32872,8362,10431,18005,6687,3550,3146,13982,9983,7949,40098,7667,12898,7149,22625,21411,27738,41150,41830,27600,28831,66402,150210,26559,33016,47562,39023,22868,58850,20856,17303,15843,16508,29683,7764,4879,2184,16400,3279,4365,12131,16224,29603,41013,16464,5591,11194,10517,19553,16336,5746,8631,3916,8933,8543,4726,12057,12471,17543,2564,22111,17621,9741,30824,19185,34288,38949,11429,11075,37680,41288,24671,24900,23360,22320,26568,28894,39627,32414,29742,18083,25661,11955,10012,10437,6888,4681,4665,12866,14414,8769,9962,12359,12464,12798,13396,12425,11372,28311,18998,49342,28934,24606,27842,37556,30875,24333,13325,33983,7686,9080,19498,6272,3494,3271,14604,10270,7612,39068
2017-03-30,7981,11846,7174,21645,23134,30301,36752,41951,26527,29575,64598,144335,23770,34171,47353,36975,21294,58694,20484,17095,15278,16320,29072,7765,4756,2640,15491,3524,4695,12763,16427,26610,39209,16343,5744,10831,11015,18469,16226,5839,8542,3539,8632,8292,4933,13215,11286,17406,2389,22741,17291,9890,31709,19146,34152,35834,9362,11154,37098,38948,24844,23473,24388,22549,26271,27801,37134,25089,28133,17740,26358,13812,9274,10022,6751,4753,5028,12494,14260,9353,10325,12037,13026,12175,12751,13367,12341,27432,17837,9133,24985,22305,25935,37958,29373,23842,13633,32465,8143,10325,18037,6202,3721,2978,14034,9863,7904,40410,7549,12427,7047,22180,20822,27205,40349,40373,27259,28190,64274,151085,25225,32883,48079,38870,22837,60624,20525,16955,16089,16166,27487,7644,4828,2176,16128,3308,4377,12212,15679,26693,41139,16133,5946,10674,10890,19323,16279,5594,8458,3377,8813,8471,4801,11673,11838,16971,2365,22189,17059,9319,29734,18745,33613,35916,9303,10816,38151,40880,25633,24621,23353,21640,25877,27836,38027,25468,29130,17898,24939,11972,9668,10040,6656,4559,4408,13295,13659,8557,9519,12154,12296,12473,13020,12317,11012,27805,18467,8372,26736,23955,26373,36681,28472,23957,13016,33622,7474,9098,19528,5755,3745,3048,14372,10081,7410,38286
2017-03-31,8388,12331,7629,22671,23848,31655,43241,44503,27529,29920,73581,172855,25640,36487,54602,41687,25165,67911,21927,18285,16140,18399,31077,6970,4661,2633,17513,3597,5000,13077,17971,27775,40795,16999,6815,9608,11407,17434,17149,6648,9178,3422,9422,9024,5399,13190,12008,18949,3163,24156,18807,10741,38072,21162,36283,35140,9141,12203,40265,41773,25101,24845,24517,23340,27581,29182,39450,26780,29752,18641,27585,16045,9963,10605,6966,4915,5141,11333,9200,10224,10719,12717,13446,13024,13342,13941,11710,33979,18836,8462,25650,23412,26548,37851,30183,24897,14375,33668,8494,10494,19778,6684,3693,2975,14600,10096,8617,42212,7987,13422,7619,23475,21256,29189,48650,41748,27727,28123,74496,210118,26217,34515,54505,43600,26215,70346,22009,18166,16129,22286,29942,6046,4630,2161,16318,3130,4637,12622,16877,27940,42927,16434,6908,8761,11440,17217,16423,5893,8985,3124,8856,8793,4639,11593,12770,17633,3451,22859,17885,10126,32350,19849,34838,34006,9007,11739,41872,42779,26162,26075,23687,22304,26872,28994,40087,26786,30729,18997,26091,12299,10376,10664,6957,4662,4382,12313,8841,9024,9766,13101,13070,13665,13718,13256,9927,33636,19739,8284,27464,25215,27378,33491,28308,24809,13414,33324,7818,9018,19286,6401,3622,3077,13683,10033,7230,35297
2017-04-01,6137,9728,6885,17722,15529,28087,37140,32423,20829,28193,78386,160632,13220,30360,49056,33540,20118,51638,15143,14000,9236,12197,19494,11569,3009,1833,9553,2559,6190,8653,10035,15149,20078,10159,4823,6591,10972,5643,6415,3998,7824,3228,5707,6714,2171,12169,9206,13916,2889,14818,14051,8731,31593,17622,24694,26601,3760,9591,36192,18578,12771,15527,18883,18962,20752,23123,32293,21920,21463,12382,18044,11471,9129,7794,6137,2329,3952,9534,7189,7820,7471,10674,10085,10292,10901,10606,8700,32106,12582,10222,11748,17908,30275,39611,26598,19778,9429,25353,6309,7065,15267,10202,2891,1873,8780,8929,8756,48234,5734,10420,6496,16647,13600,25544,41256,28949,19892,26751,82001,197671,13679,29446,49867,35538,22703,53264,13735,13395,8752,16105,17635,11548,2838,1465,8974,2384,5736,7840,9582,15500,21096,9688,5311,6479,11353,5305,6008,3544,6967,3074,5180,6485,2119,11123,9061,11995,3067,14013,12721,7376,27969,16443,22985,27214,3893,9599,37696,19566,13158,16214,18514,17714,18609,21311,29937,22034,21744,12492,16117,8843,9075,7471,6109,2244,3727,10250,6924,6907,7069,10200,9110,10127,10172,9691,7866,34035,12415,10163,12205,19001,31142,36298,27447,19313,8699,24355,5463,5692,15426,10760,2871,1871,8650,8432,8631,42322
2017-04-02,6450,10853,6733,16772,13231,25632,38273,28934,18755,28768,76781,165119,13199,27087,42939,29246,16558,49924,13036,12998,8273,13084,18390,23497,3778,2515,8071,2599,6991,7689,8430,13043,16959,8962,4561,5266,11279,4560,5484,3368,7006,4086,5116,5866,2165,15138,8930,12520,2944,12879,13084,7655,28034,15477,19322,28115,3495,8665,32530,16284,11350,13329,20048,18025,18982,20583,28844,21858,16778,11152,18381,10508,8655,6760,5990,2192,3911,9499,6269,7615,7690,10187,9075,9803,10140,10326,10417,34375,10903,15088,9801,15538,33520,43944,27882,18697,7914,23066,5734,6449,16065,12658,2944,2009,8862,8560,9296,61620,6118,11417,6363,16537,11818,23759,39431,26842,18665,27523,78975,177726,13763,27021,44069,30578,18460,49611,12670,13063,8377,13164,16806,24519,3594,2085,8228,2517,6871,7166,8106,13239,18032,8400,4683,5355,11530,4634,5196,3282,6742,4188,4796,6064,2100,14256,9033,11584,3157,12372,12603,7026,26848,14762,18697,29524,3679,8581,33912,17120,11775,13729,18471,17441,17979,20238,28146,21436,17112,10999,17157,8329,8714,6438,5976,2049,3551,10233,6453,7063,7347,9932,8730,9639,9916,9559,10292,35954,11163,16407,9953,15944,33879,42088,29372,18646,7559,23757,5400,5356,16473,12816,2926,1967,9181,8217,9779,57912
2017-04-03,5824,10053,6409,15915,15030,24727,36033,27627,17993,27940,75287,166434,10844,25109,43966,28955,14452,50093,11783,11668,7547,13501,15903,23196,3851,2175,8952,2185,5880,7581,7989,12166,17554,8843,5069,5233,9545,4412,5433,3449,6681,4659,5075,5885,2113,15673,8233,11849,2758,12973,11741,7066,25193,13750,18286,24231,3498,8762,31663,16311,9722,12911,19159,17282,18617,19587,28265,19699,16205,10351,16715,9835,8486,6735,5728,2001,3521,7676,5590,7227,7055,9572,8938,9257,9702,10004,10757,31957,10978,10746,8918,18116,31514,43021,28506,17732,8803,22314,5653,6668,15931,12648,2907,2400,8915,8748,7693,62210,5675,10448,6436,16129,13552,22685,36099,26362,18444,27063,76609,160003,11156,24925,45581,30823,16349,47794,11546,12099,7938,12353,14164,24706,3516,1989,9355,2136,5748,7297,7807,13020,18222,8620,4668,5546,9614,4817,5589,3438,6769,4844,4811,6212,2114,14931,8853,11597,2964,12803,12027,7051,25527,13625,18282,26035,3643,8473,32994,17559,10415,13585,17921,17084,18169,19941,29038,20293,16688,10802,15234,7852,8700,6453,5698,2017,3239,8149,6135,6604,7060,9621,8761,9372,9567,9304,10838,33783,11553,10840,8905,19386,31641,41641,30107,18319,8817,23655,5396,5678,16446,12706,2920,2565,9490,8823,8049,59286
2017-04-04,5182,8472,5330,13681,10754,19904,34667,24095,15927,23123,60551,168478,10408,21011,36724,24380,12215,43007,10848,10902,7072,13229,14651,16261,2841,1897,6761,1862,5030,6809,7530,10960,14846,7672,5269,4871,7583,4049,5119,3373,6216,3572,4408,5145,1854,12054,7187,10550,2578,11427,10182,6580,21694,12460,16185,20048,3188,7797,26814,14430,8523,11527,15262,15783,16288,17554,25021,16488,13777,9144,14699,9888,7349,5810,4904,1780,2946,6268,5040,6037,5991,8496,7819,7829,8037,8352,8449,20909,9492,7939,8141,12426,26580,31281,22505,15607,6943,18942,4939,5508,13028,8763,2562,1545,6877,6772,5829,41367,5023,8397,5293,14458,10454,18446,30685,24659,17110,22295,60960,128552,10996,21655,37810,26072,14139,40655,11733,11783,8051,10357,13130,18166,2934,1708,7916,2031,5079,7106,7613,11893,15948,7725,4273,5930,7976,5181,5826,3824,6510,3863,4722,5557,1906,11330,7926,11304,2613,12211,11188,7196,23944,13589,17334,21697,3485,6989,27858,15574,9518,12994,13771,16513,16539,19477,27702,17629,14863,9820,13713,6929,7669,5904,4884,1773,2777,6817,5943,5935,5896,8709,7741,8153,8239,7945,8616,22941,10670,8285,8192,13476,26493,30888,24944,16446,7167,21271,5088,4789,14660,9095,2584,1609,8152,7163,6098,41611
2017-04-05,7943,11827,7161,21126,22514,29246,36450,40365,25484,28473,62992,165098,20097,29607,43474,35803,20554,56038,19715,16579,14173,16305,28843,7255,4577,2542,15043,3152,4334,12091,14061,26004,36619,15828,5952,8207,9307,17423,15720,5724,8234,3452,8208,8293,4469,12239,10684,16974,2079,21464,13819,9308,23845,17450,30410,29466,8347,10239,34431,37845,22848,22253,23669,21192,24834,26869,35094,21663,27459,17209,25010,13840,9069,9610,5946,4711,4784,10357,7274,8886,9249,11449,12538,11804,12290,12902,11844,25341,16685,8437,25263,21747,25711,30867,26750,22467,13659,30776,7314,9781,17919,7064,3461,2551,12266,9318,7113,34475,7445,12166,7027,21425,20633,26644,38342,39366,26361,27334,63379,137026,21610,30462,44305,37582,22011,57059,20248,16563,15111,15171,26781,7967,4689,2136,17755,3028,4002,11832,14159,26096,38766,15466,5566,9059,9198,18666,15814,5485,8112,3322,8513,8426,4407,10803,11611,16701,2198,21133,14987,9203,27729,18438,31948,29636,8427,9900,34559,39127,23770,23540,22432,20466,24554,27460,36949,22619,28774,17079,23877,11430,9264,9530,5830,4452,4080,11279,10031,8360,8726,11779,11723,12264,12732,11681,10529,26182,17929,8121,26556,23434,25994,32107,28699,22921,13069,33351,6918,8443,19559,6378,3335,2767,13394,9884,6935,34479
