start_id,end_id,date,amount
0.0,0.0,2018-07-27,24979.0
0.0,0.0,2018-07-28,17524.0
0.0,0.0,2018-07-29,15610.0
0.0,0.0,2018-07-30,24036.0
0.0,0.0,2018-07-31,24578.0
0.0,0.0,2018-08-01,24277.0
0.0,0.0,2018-08-02,24295.0
0.0,0.0,2018-08-03,24347.0
0.0,0.0,2018-08-04,17158.0
0.0,0.0,2018-08-05,15249.0
0.0,0.0,2018-08-06,23672.0
0.0,0.0,2018-08-07,24650.0
0.0,0.0,2018-08-08,27213.0
0.0,0.0,2018-08-09,24912.0
0.0,0.0,2018-08-10,25370.0
0.0,0.0,2018-08-11,17529.0
0.0,0.0,2018-08-12,14719.0
0.0,0.0,2018-08-13,23911.0
0.0,0.0,2018-08-14,25054.0
0.0,0.0,2018-08-15,24977.0
0.0,0.0,2018-08-16,24683.0
0.0,0.0,2018-08-17,25559.0
0.0,0.0,2018-08-18,17019.0
0.0,0.0,2018-08-19,14728.0
0.0,0.0,2018-08-20,23393.0
0.0,0.0,2018-08-21,24029.0
0.0,0.0,2018-08-22,24946.0
0.0,0.0,2018-08-23,25013.0
0.0,0.0,2018-08-24,24502.0
0.0,0.0,2018-08-25,15194.0
0.0,0.0,2018-08-26,14570.0
0.0,0.0,2018-08-27,23145.0
0.0,0.0,2018-08-28,23819.0
0.0,0.0,2018-08-29,24169.0
0.0,0.0,2018-08-30,25457.0
0.0,0.0,2018-08-31,26713.0
0.0,0.0,2018-09-01,16618.0
0.0,0.0,2018-09-02,15285.0
0.0,0.0,2018-09-03,25548.0
0.0,0.0,2018-09-04,25759.0
0.0,0.0,2018-09-05,26299.0
0.0,0.0,2018-09-06,25680.0
0.0,0.0,2018-09-07,27235.0
0.0,0.0,2018-09-08,16391.0
0.0,0.0,2018-09-09,13644.0
0.0,0.0,2018-09-10,27649.0
0.0,0.0,2018-09-11,27003.0
0.0,0.0,2018-09-12,27277.0
0.0,0.0,2018-09-13,26743.0
0.0,0.0,2018-09-14,28358.0
0.0,0.0,2018-09-15,18354.0
0.0,0.0,2018-09-16,15714.0
0.0,0.0,2018-09-17,26194.0
0.0,0.0,2018-09-18,26854.0
0.0,0.0,2018-09-19,27080.0
0.0,0.0,2018-09-20,26947.0
0.0,0.0,2018-09-21,27792.0
0.0,0.0,2018-09-22,15846.0
0.0,0.0,2018-09-23,13631.0
0.0,0.0,2018-09-24,13206.0
0.0,0.0,2018-09-25,26528.0
0.0,0.0,2018-09-26,27962.0
0.0,0.0,2018-09-27,27426.0
0.0,0.0,2018-09-28,28756.0
0.0,0.0,2018-09-29,17572.0
0.0,0.0,2018-09-30,16804.0
0.0,0.1,2017-01-01,9175.0
0.0,0.1,2017-01-02,9053.0
0.0,0.1,2017-01-03,19617.0
0.0,0.1,2017-01-04,20190.0
0.0,0.1,2017-01-05,20353.0
0.0,0.1,2017-01-06,20883.0
0.0,0.1,2017-01-07,11912.0
0.0,0.1,2017-01-08,8945.0
0.0,0.1,2017-01-09,19556.0
0.0,0.1,2017-01-10,20256.0
0.0,0.1,2017-01-11,20396.0
0.0,0.1,2017-01-12,20453.0
0.0,0.1,2017-01-13,20825.0
0.0,0.1,2017-01-14,11140.0
0.0,0.1,2017-01-15,9152.0
0.0,0.1,2017-01-16,19028.0
0.0,0.1,2017-01-17,19677.0
0.0,0.1,2017-01-18,19615.0
0.0,0.1,2017-01-19,20230.0
0.0,0.1,2017-01-20,19736.0
0.0,0.1,2017-01-21,11851.0
0.0,0.1,2017-01-22,9346.0
0.0,0.1,2017-01-23,18393.0
0.0,0.1,2017-01-24,18563.0
0.0,0.1,2017-01-25,18069.0
0.0,0.1,2017-01-26,14520.0
0.0,0.1,2017-01-27,4288.0
0.0,0.1,2017-01-28,5599.0
0.0,0.1,2017-01-29,6152.0
0.0,0.1,2017-01-30,6031.0
0.0,0.1,2017-01-31,7186.0
0.0,0.1,2017-02-01,7564.0
0.0,0.1,2017-02-02,14925.0
0.0,0.1,2017-02-03,16329.0
0.0,0.1,2017-02-04,10460.0
0.0,0.1,2017-02-05,8894.0
0.0,0.1,2017-02-06,17856.0
0.0,0.1,2017-02-07,18656.0
0.0,0.1,2017-02-08,18716.0
0.0,0.1,2017-02-09,17730.0
0.0,0.1,2017-02-10,18601.0
0.0,0.1,2017-02-11,10755.0
0.0,0.1,2017-02-12,9245.0
0.0,0.1,2017-02-13,18520.0
0.0,0.1,2017-02-14,19430.0
0.0,0.1,2017-02-15,19435.0
0.0,0.1,2017-02-16,19444.0
0.0,0.1,2017-02-17,19973.0
0.0,0.1,2017-02-18,16866.0
0.0,0.1,2017-02-19,10992.0
0.0,0.1,2017-02-20,20105.0
0.0,0.1,2017-02-21,20997.0
0.0,0.1,2017-02-22,20325.0
0.0,0.1,2017-02-23,20531.0
0.0,0.1,2017-02-24,20276.0
0.0,0.1,2017-02-25,9244.0
0.0,0.1,2017-02-26,7832.0
0.0,0.1,2017-02-27,9737.0
